state_id,state,name,href,full_url,stop_type
1,Alabama,SHOP-N-FILL #2,location_details.php?id=54927,https://www.truckstopsandservices.com/location_details.php?id=54927,Trucker
1,Alabama,SIBLEY FOOD MART,location_details.php?id=10084,https://www.truckstopsandservices.com/location_details.php?id=10084,Trucker
1,Alabama,SNEAD CHEVRON,location_details.php?id=54944,https://www.truckstopsandservices.com/location_details.php?id=54944,Trucker
1,Alabama,SNEAD MARKET,location_details.php?id=54448,https://www.truckstopsandservices.com/location_details.php?id=54448,Trucker
1,Alabama,SNEAD TRUCK STOP,location_details.php?id=10169,https://www.truckstopsandservices.com/location_details.php?id=10169,Trucker
1,Alabama,SPEED TRAC,location_details.php?id=2972,https://www.truckstopsandservices.com/location_details.php?id=2972,Trucker
1,Alabama,SPEEDWAY,location_details.php?id=57039,https://www.truckstopsandservices.com/location_details.php?id=57039,Trucker
1,Alabama,SPRINT MART,location_details.php?id=10132,https://www.truckstopsandservices.com/location_details.php?id=10132,Trucker
1,Alabama,SUN STOP #622,location_details.php?id=54434,https://www.truckstopsandservices.com/location_details.php?id=54434,Trucker
1,Alabama,SUN VALLEY,location_details.php?id=18455,https://www.truckstopsandservices.com/location_details.php?id=18455,Trucker
1,Alabama,SUN VALLEY # 606,location_details.php?id=10149,https://www.truckstopsandservices.com/location_details.php?id=10149,Trucker
1,Alabama,SUN VALLEY #616,location_details.php?id=10152,https://www.truckstopsandservices.com/location_details.php?id=10152,Trucker
1,Alabama,SUN VALLEY MARKET,location_details.php?id=44595,https://www.truckstopsandservices.com/location_details.php?id=44595,Trucker
1,Alabama,SUNOCO TRUCK STOP,location_details.php?id=10135,https://www.truckstopsandservices.com/location_details.php?id=10135,Trucker
1,Alabama,SUNVALLEY #619,location_details.php?id=55136,https://www.truckstopsandservices.com/location_details.php?id=55136,Trucker
1,Alabama,SUPER MART #225,location_details.php?id=55140,https://www.truckstopsandservices.com/location_details.php?id=55140,Trucker
1,Alabama,TEXACO VERBENA,location_details.php?id=54321,https://www.truckstopsandservices.com/location_details.php?id=54321,Trucker
1,Alabama,THE PURPLE COW,location_details.php?id=47847,https://www.truckstopsandservices.com/location_details.php?id=47847,Trucker
1,Alabama,TIGER PRIDE,location_details.php?id=18456,https://www.truckstopsandservices.com/location_details.php?id=18456,Trucker
1,Alabama,TOKEN #19,location_details.php?id=47844,https://www.truckstopsandservices.com/location_details.php?id=47844,Trucker
1,Alabama,TOM THUMB,location_details.php?id=18453,https://www.truckstopsandservices.com/location_details.php?id=18453,Trucker
1,Alabama,TORCH 85 TRAVEL CENTER,location_details.php?id=53522,https://www.truckstopsandservices.com/location_details.php?id=53522,Trucker
1,Alabama,TRACKSIDE TRUCK STOP,location_details.php?id=2059,https://www.truckstopsandservices.com/location_details.php?id=2059,Trucker
1,Alabama,TRAVEL CENTERS OF AMERICA #016,location_details.php?id=3192,https://www.truckstopsandservices.com/location_details.php?id=3192,Trucker
1,Alabama,TRAVEL CENTERS OF AMERICA #054,location_details.php?id=15597,https://www.truckstopsandservices.com/location_details.php?id=15597,Trucker
1,Alabama,TRAVEL CENTERS OF AMERICA #111,location_details.php?id=3395,https://www.truckstopsandservices.com/location_details.php?id=3395,Trucker
1,Alabama,TRAVEL CENTERS OF AMERICA #260,location_details.php?id=2699,https://www.truckstopsandservices.com/location_details.php?id=2699,Trucker
1,Alabama,VALERO TRAVEL CENTER,location_details.php?id=47837,https://www.truckstopsandservices.com/location_details.php?id=47837,Trucker
1,Alabama,VULCAN FOOD MART,location_details.php?id=55241,https://www.truckstopsandservices.com/location_details.php?id=55241,Trucker
1,Alabama,WOODMONT CHEVRON,location_details.php?id=55266,https://www.truckstopsandservices.com/location_details.php?id=55266,Trucker
1,Alabama,YELLOW HAMMER TRAVEL CENTER,location_details.php?id=18459,https://www.truckstopsandservices.com/location_details.php?id=18459,Trucker
1,Alabama,YORK TRUCK PLAZA,location_details.php?id=3738,https://www.truckstopsandservices.com/location_details.php?id=3738,Trucker
2,Arkansas,66 PIT STOP,location_details.php?id=10193,https://www.truckstopsandservices.com/location_details.php?id=10193,Trucker
2,Arkansas,71 EXPRESS,location_details.php?id=10244,https://www.truckstopsandservices.com/location_details.php?id=10244,Trucker
2,Arkansas,8 MILE STORE,location_details.php?id=47039,https://www.truckstopsandservices.com/location_details.php?id=47039,Trucker
2,Arkansas,ALMA TRAVEL MART,location_details.php?id=240,https://www.truckstopsandservices.com/location_details.php?id=240,Trucker
2,Arkansas,BAILEY'S SUPER STORE,location_details.php?id=53946,https://www.truckstopsandservices.com/location_details.php?id=53946,Trucker
2,Arkansas,BALD KNOB TRUCK STOP,location_details.php?id=10235,https://www.truckstopsandservices.com/location_details.php?id=10235,Trucker
2,Arkansas,BEE BRANCH VALERO,location_details.php?id=10259,https://www.truckstopsandservices.com/location_details.php?id=10259,Trucker
2,Arkansas,BIG RED,location_details.php?id=47310,https://www.truckstopsandservices.com/location_details.php?id=47310,Trucker
2,Arkansas,BIG RED TRAVEL PLAZA,location_details.php?id=355,https://www.truckstopsandservices.com/location_details.php?id=355,Trucker
2,Arkansas,BIG RED TRUCK STOP,location_details.php?id=1434,https://www.truckstopsandservices.com/location_details.php?id=1434,Trucker
2,Arkansas,BLACKWELL TRAVEL CENTER,location_details.php?id=373,https://www.truckstopsandservices.com/location_details.php?id=373,Trucker
2,Arkansas,BLU FUEL STOP 0115,location_details.php?id=53978,https://www.truckstopsandservices.com/location_details.php?id=53978,Trucker
2,Arkansas,BREAK TIME,location_details.php?id=47501,https://www.truckstopsandservices.com/location_details.php?id=47501,Trucker
2,Arkansas,BYPASS SELF SERVICE,location_details.php?id=10250,https://www.truckstopsandservices.com/location_details.php?id=10250,Trucker
2,Arkansas,CASH'S TRAVEL PLAZA,location_details.php?id=10225,https://www.truckstopsandservices.com/location_details.php?id=10225,Trucker
2,Arkansas,CIRCKLE K #45,location_details.php?id=47335,https://www.truckstopsandservices.com/location_details.php?id=47335,Trucker
