State,Highway,Exit_Link
"New York","I-690","https://www.iexitapp.com/exits/New%20York/I-690/East/441"
"New York","I-890","https://www.iexitapp.com/exits/New%20York/I-890/East/442"
"New York","I-990","https://www.iexitapp.com/exits/New%20York/I-990/East/443"
"New York","I-695","https://www.iexitapp.com/exits/New%20York/I-695/North/484"
"New York","I-895","https://www.iexitapp.com/exits/New%20York/I-895/North/488"
"New York","Garden State Parkway","https://www.iexitapp.com/exits/New%20York/Garden%20State%20Parkway/North/524"
"North Carolina","I-95","https://www.iexitapp.com/exits/North%20Carolina/I-95/North/689"
"North Carolina","I-73","https://www.iexitapp.com/exits/North%20Carolina/I-73/North/75"
"North Carolina","I-74","https://www.iexitapp.com/exits/North%20Carolina/I-74/East/76"
"North Carolina","I-26","https://www.iexitapp.com/exits/North%20Carolina/I-26/East/103"
"North Carolina","I-40","https://www.iexitapp.com/exits/North%20Carolina/I-40/East/677"
"North Carolina","I-77","https://www.iexitapp.com/exits/North%20Carolina/I-77/North/198"
"North Carolina","I-85","https://www.iexitapp.com/exits/North%20Carolina/I-85/North/718"
"North Carolina","I-240","https://www.iexitapp.com/exits/North%20Carolina/I-240/East/312"
"North Carolina","I-440","https://www.iexitapp.com/exits/North%20Carolina/I-440/East/315"
"North Carolina","I-540","https://www.iexitapp.com/exits/North%20Carolina/I-540/East/317"
"North Carolina","I-277","https://www.iexitapp.com/exits/North%20Carolina/I-277/North/386"
"North Carolina","I-485","https://www.iexitapp.com/exits/North%20Carolina/I-485/North/424"
"North Carolina","I-795","https://www.iexitapp.com/exits/North%20Carolina/I-795/North/485"
"North Carolina","NC 147","https://www.iexitapp.com/exits/North%20Carolina/NC%20147/North/522"
"North Dakota","I-29","https://www.iexitapp.com/exits/North%20Dakota/I-29/North/159"
"North Dakota","I-94","https://www.iexitapp.com/exits/North%20Dakota/I-94/East/236"
"Ohio","I-90","https://www.iexitapp.com/exits/Ohio/I-90/East/58"
"Ohio","I-70","https://www.iexitapp.com/exits/Ohio/I-70/East/71"
"Ohio","I-76","https://www.iexitapp.com/exits/Ohio/I-76/East/79"
"Ohio","I-80","https://www.iexitapp.com/exits/Ohio/I-80/East/135"
"Ohio","I-71","https://www.iexitapp.com/exits/Ohio/I-71/North/184"
"Ohio","I-74","https://www.iexitapp.com/exits/Ohio/I-74/East/190"
"Ohio","I-75","https://www.iexitapp.com/exits/Ohio/I-75/North/581"
"Ohio","I-77","https://www.iexitapp.com/exits/Ohio/I-77/North/201"
"Ohio","I-270","https://www.iexitapp.com/exits/Ohio/I-270/East/348"
"Ohio","I-470","https://www.iexitapp.com/exits/Ohio/I-470/East/354"
"Ohio","I-670","https://www.iexitapp.com/exits/Ohio/I-670/East/358"
"Ohio","I-271","https://www.iexitapp.com/exits/Ohio/I-271/North/359"
"Ohio","I-471","https://www.iexitapp.com/exits/Ohio/I-471/North/361"
"Ohio","I-275","https://www.iexitapp.com/exits/Ohio/I-275/North/369"
"Ohio","I-475","https://www.iexitapp.com/exits/Ohio/I-475/North/374"
"Ohio","I-675","https://www.iexitapp.com/exits/Ohio/I-675/North/378"
"Ohio","I-277","https://www.iexitapp.com/exits/Ohio/I-277/North/387"
"Ohio","I-280","https://www.iexitapp.com/exits/Ohio/I-280/East/398"
"Ohio","I-480","https://www.iexitapp.com/exits/Ohio/I-480/East/404"
"Ohio","I-680","https://www.iexitapp.com/exits/Ohio/I-680/East/410"
"Ohio","I-490","https://www.iexitapp.com/exits/Ohio/I-490/East/438"
"Ohio","US 23","https://www.iexitapp.com/exits/Ohio/US%2023/North/527"
"Oklahoma","I-35","https://www.iexitapp.com/exits/Oklahoma/I-35/North/681"
"Oklahoma","I-40","https://www.iexitapp.com/exits/Oklahoma/I-40/East/674"
"Oklahoma","I-44","https://www.iexitapp.com/exits/Oklahoma/I-44/East/167"
"Oklahoma","I-235","https://www.iexitapp.com/exits/Oklahoma/I-235/North/297"
"Oklahoma","I-240","https://www.iexitapp.com/exits/Oklahoma/I-240/East/310"
"Oklahoma","I-244","https://www.iexitapp.com/exits/Oklahoma/I-244/East/319"
"Oklahoma","US 75","https://www.iexitapp.com/exits/Oklahoma/US%2075/North/320"
"Oregon","I-5","https://www.iexitapp.com/exits/Oregon/I-5/North/140"
"Oregon","I-82","https://www.iexitapp.com/exits/Oregon/I-82/East/211"
"Oregon","I-84","https://www.iexitapp.com/exits/Oregon/I-84/East/214"
"Oregon","I-105","https://www.iexitapp.com/exits/Oregon/I-105/North/249"
"Oregon","I-205","https://www.iexitapp.com/exits/Oregon/I-205/North/251"
"Oregon","I-405","https://www.iexitapp.com/exits/Oregon/I-405/North/254"
"Pennsylvania","I-78","https://www.iexitapp.com/exits/Pennsylvania/I-78/East/634"
"Pennsylvania","I-295","https://www.iexitapp.com/exits/Pennsylvania/I-295/North/737"
"Pennsylvania","I-95","https://www.iexitapp.com/exits/Pennsylvania/I-95/North/693"
"Pennsylvania","I-90","https://www.iexitapp.com/exits/Pennsylvania/I-90/East/59"
"Pennsylvania","I-70","https://www.iexitapp.com/exits/Pennsylvania/I-70/East/73"
"Pennsylvania","I-76","https://www.iexitapp.com/exits/Pennsylvania/I-76/East/80"
"Pennsylvania","I-86","https://www.iexitapp.com/exits/Pennsylvania/I-86/East/724"
"Pennsylvania","I-80","https://www.iexitapp.com/exits/Pennsylvania/I-80/East/136"
"Pennsylvania","I-79","https://www.iexitapp.com/exits/Pennsylvania/I-79/North/203"
"Pennsylvania","I-81","https://www.iexitapp.com/exits/Pennsylvania/I-81/North/208"
"Pennsylvania","I-83","https://www.iexitapp.com/exits/Pennsylvania/I-83/North/213"
"Pennsylvania","I-84","https://www.iexitapp.com/exits/Pennsylvania/I-84/East/218"
"Pennsylvania","I-99","https://www.iexitapp.com/exits/Pennsylvania/I-99/North/244"
"Pennsylvania","I-176","https://www.iexitapp.com/exits/Pennsylvania/I-176/East/380"
"Pennsylvania","I-276","https://www.iexitapp.com/exits/Pennsylvania/I-276/East/381"
"Pennsylvania","I-376","https://www.iexitapp.com/exits/Pennsylvania/I-376/East/382"
"Pennsylvania","I-476","https://www.iexitapp.com/exits/Pennsylvania/I-476/North/383"
"Pennsylvania","I-676","https://www.iexitapp.com/exits/Pennsylvania/I-676/East/384"
"Pennsylvania","I-279","https://www.iexitapp.com/exits/Pennsylvania/I-279/North/389"
"Pennsylvania","I-579","https://www.iexitapp.com/exits/Pennsylvania/I-579/North/390"
"Pennsylvania","I-180","https://www.iexitapp.com/exits/Pennsylvania/I-180/East/393"
"Pennsylvania","I-380","https://www.iexitapp.com/exits/Pennsylvania/I-380/East/401"
"Pennsylvania","I-283","https://www.iexitapp.com/exits/Pennsylvania/I-283/North/416"
"Rhode Island","I-95","https://www.iexitapp.com/exits/Rhode%20Island/I-95/North/622"
"Rhode Island","I-195","https://www.iexitapp.com/exits/Rhode%20Island/I-195/East/461"
"Rhode Island","I-295","https://www.iexitapp.com/exits/Rhode%20Island/I-295/North/467"
"South Carolina","I-95","https://www.iexitapp.com/exits/South%20Carolina/I-95/North/688"
"South Carolina","I-20","https://www.iexitapp.com/exits/South%20Carolina/I-20/East/669"
"South Carolina","I-26","https://www.iexitapp.com/exits/South%20Carolina/I-26/East/104"
"South Carolina","I-77","https://www.iexitapp.com/exits/South%20Carolina/I-77/North/197"
"South Carolina","I-85","https://www.iexitapp.com/exits/South%20Carolina/I-85/North/717"
"South Carolina","I-520","https://www.iexitapp.com/exits/South%20Carolina/I-520/East/282"
"South Carolina","I-126","https://www.iexitapp.com/exits/South%20Carolina/I-126/East/287"
"South Carolina","I-526","https://www.iexitapp.com/exits/South%20Carolina/I-526/East/288"
"South Carolina","I-185","https://www.iexitapp.com/exits/South%20Carolina/I-185/North/421"
"South Carolina","I-385","https://www.iexitapp.com/exits/South%20Carolina/I-385/North/423"
"South Carolina","I-585","https://www.iexitapp.com/exits/South%20Carolina/I-585/North/425"
"South Dakota","I-90","https://www.iexitapp.com/exits/South%20Dakota/I-90/East/53"
"South Dakota","I-29","https://www.iexitapp.com/exits/South%20Dakota/I-29/North/158"
"South Dakota","I-229","https://www.iexitapp.com/exits/South%20Dakota/I-229/North/292"
"South Dakota","I-190","https://www.iexitapp.com/exits/South%20Dakota/I-190/East/430"
"Tennessee","I-22","https://www.iexitapp.com/exits/Tennessee/I-22/East/99"
"Tennessee","I-26","https://www.iexitapp.com/exits/Tennessee/I-26/East/102"
"Tennessee","I-40","https://www.iexitapp.com/exits/Tennessee/I-40/East/676"
"Tennessee","I-55","https://www.iexitapp.com/exits/Tennessee/I-55/North/115"
"Tennessee","I-65","https://www.iexitapp.com/exits/Tennessee/I-65/North/657"
"Tennessee","I-24","https://www.iexitapp.com/exits/Tennessee/I-24/East/568"
"Tennessee","I-24","https://www.iexitapp.com/exits/Tennessee/I-24/East/570"
"Tennessee","I-75","https://www.iexitapp.com/exits/Tennessee/I-75/North/579"
"Tennessee","I-81","https://www.iexitapp.com/exits/Tennessee/I-81/North/204"
"Tennessee","I-124","https://www.iexitapp.com/exits/Tennessee/I-124/North/284"
"Tennessee","I-140","https://www.iexitapp.com/exits/Tennessee/I-140/East/309"
"Tennessee","I-240","https://www.iexitapp.com/exits/Tennessee/I-240/East/311"
"Tennessee","I-440","https://www.iexitapp.com/exits/Tennessee/I-440/East/563"
"Tennessee","I-640","https://www.iexitapp.com/exits/Tennessee/I-640/East/318"
"Tennessee","I-155","https://www.iexitapp.com/exits/Tennessee/I-155/North/322"
"Tennessee","I-275","https://www.iexitapp.com/exits/Tennessee/I-275/North/366"
"Tennessee","Briley Parkway","https://www.iexitapp.com/exits/Tennessee/Briley%20Parkway/Inner/562"
"Tennessee","TN 840","https://www.iexitapp.com/exits/Tennessee/TN%20840/East/564"
"Texas","I-10","https://www.iexitapp.com/exits/Texas/I-10/East/645"
"Texas","I-35W","https://www.iexitapp.com/exits/Texas/I-35W/North/678"
"Texas","I-35","https://www.iexitapp.com/exits/Texas/I-35/North/680"
"Texas","I-20","https://www.iexitapp.com/exits/Texas/I-20/East/664"
"Texas","I-40","https://www.iexitapp.com/exits/Texas/I-40/East/673"
"Texas","I-27","https://www.iexitapp.com/exits/Texas/I-27/North/155"
"Texas","I-30","https://www.iexitapp.com/exits/Texas/I-30/East/160"
"Texas","I-37","https://www.iexitapp.com/exits/Texas/I-37/North/162"
"Texas","I-44","https://www.iexitapp.com/exits/Texas/I-44/East/166"
"Texas","I-45","https://www.iexitapp.com/exits/Texas/I-45/North/169"
"Texas","I-410","https://www.iexitapp.com/exits/Texas/I-410/East/267"
"Texas","I-610","https://www.iexitapp.com/exits/Texas/I-610/East/269"
"Texas","I-820","https://www.iexitapp.com/exits/Texas/I-820/East/283"
"Texas","I-635","https://www.iexitapp.com/exits/Texas/I-635/North/307"
"Texas","US 83","https://www.iexitapp.com/exits/Texas/US%2083/North/729"
"Texas","I-69","https://www.iexitapp.com/exits/Texas/I-69/North/736"
"Utah","I-70","https://www.iexitapp.com/exits/Utah/I-70/East/65"
"Utah","I-15","https://www.iexitapp.com/exits/Utah/I-15/North/90"
"Utah","I-80","https://www.iexitapp.com/exits/Utah/I-80/East/129"
"Utah","I-84","https://www.iexitapp.com/exits/Utah/I-84/East/217"
"Utah","I-215","https://www.iexitapp.com/exits/Utah/I-215/North/276"
"Vermont","I-89","https://www.iexitapp.com/exits/Vermont/I-89/North/228"
"Vermont","I-91","https://www.iexitapp.com/exits/Vermont/I-91/North/231"
"Vermont","I-93","https://www.iexitapp.com/exits/Vermont/I-93/North/234"
"Virginia","I-95","https://www.iexitapp.com/exits/Virginia/I-95/North/690"
"Virginia","I-64","https://www.iexitapp.com/exits/Virginia/I-64/East/178"
"Virginia","I-66","https://www.iexitapp.com/exits/Virginia/I-66/East/179"
"Virginia","I-77","https://www.iexitapp.com/exits/Virginia/I-77/North/199"
"Virginia","I-81","https://www.iexitapp.com/exits/Virginia/I-81/North/205"
"Virginia","I-85","https://www.iexitapp.com/exits/Virginia/I-85/North/719"
"Virginia","I-264","https://www.iexitapp.com/exits/Virginia/I-264/East/334"
"Virginia","I-464","https://www.iexitapp.com/exits/Virginia/I-464/East/335"
"Virginia","I-664","https://www.iexitapp.com/exits/Virginia/I-664/East/336"
"Virginia","I-581","https://www.iexitapp.com/exits/Virginia/I-581/North/414"
"Virginia","I-195","https://www.iexitapp.com/exits/Virginia/I-195/North/458"
"Virginia","I-295","https://www.iexitapp.com/exits/Virginia/I-295/North/464"
"Virginia","I-395","https://www.iexitapp.com/exits/Virginia/I-395/North/470"
"Virginia","I-495","https://www.iexitapp.com/exits/Virginia/I-495/North/476"
"Virginia","VA 267","https://www.iexitapp.com/exits/Virginia/VA%20267/East/515"
"Washington","I-90","https://www.iexitapp.com/exits/Washington/I-90/East/49"
"Washington","I-5","https://www.iexitapp.com/exits/Washington/I-5/North/141"
"Washington","I-82","https://www.iexitapp.com/exits/Washington/I-82/East/210"
"Washington","I-205","https://www.iexitapp.com/exits/Washington/I-205/North/252"
"Washington","I-405","https://www.iexitapp.com/exits/Washington/I-405/North/255"
"Washington","I-705","https://www.iexitapp.com/exits/Washington/I-705/North/258"
"Washington","I-182","https://www.iexitapp.com/exits/Washington/I-182/East/415"
"Washington","WA 520","https://www.iexitapp.com/exits/Washington/WA%20520/East/516"
"Washington","WA 18","https://www.iexitapp.com/exits/Washington/WA%2018/East/517"
"Washington","WA 167","https://www.iexitapp.com/exits/Washington/WA%20167/North/518"
"Washington","WA 512","https://www.iexitapp.com/exits/Washington/WA%20512/East/519"
"Washington DC","I-66","https://www.iexitapp.com/exits/Washington%20DC/I-66/East/180"
"Washington DC","I-295","https://www.iexitapp.com/exits/Washington%20DC/I-295/North/466"
"Washington DC","I-395","https://www.iexitapp.com/exits/Washington%20DC/I-395/North/471"
"Washington DC","I-495","https://www.iexitapp.com/exits/Washington%20DC/I-495/North/477"
"Washington DC","US 50","https://www.iexitapp.com/exits/Washington%20DC/US%2050/East/480"
"Washington DC","I-695","https://www.iexitapp.com/exits/Washington%20DC/I-695/North/482"
"West Virginia","I-70","https://www.iexitapp.com/exits/West%20Virginia/I-70/East/72"
"West Virginia","I-64","https://www.iexitapp.com/exits/West%20Virginia/I-64/East/177"
"West Virginia","I-68","https://www.iexitapp.com/exits/West%20Virginia/I-68/East/181"
"West Virginia","I-77","https://www.iexitapp.com/exits/West%20Virginia/I-77/North/200"
"West Virginia","I-79","https://www.iexitapp.com/exits/West%20Virginia/I-79/North/202"
"West Virginia","I-81","https://www.iexitapp.com/exits/West%20Virginia/I-81/North/206"
"West Virginia","I-470","https://www.iexitapp.com/exits/West%20Virginia/I-470/East/355"
"Wisconsin","I-90","https://www.iexitapp.com/exits/Wisconsin/I-90/East/55"
"Wisconsin","I-39","https://www.iexitapp.com/exits/Wisconsin/I-39/North/164"
"Wisconsin","I-43","https://www.iexitapp.com/exits/Wisconsin/I-43/North/165"
"Wisconsin","I-94","https://www.iexitapp.com/exits/Wisconsin/I-94/East/238"
"Wisconsin","I-535","https://www.iexitapp.com/exits/Wisconsin/I-535/North/303"
"Wisconsin","I-794","https://www.iexitapp.com/exits/Wisconsin/I-794/East/455"
"Wisconsin","I-894","https://www.iexitapp.com/exits/Wisconsin/I-894/East/456"
"Wisconsin","I-41","https://www.iexitapp.com/exits/Wisconsin/I-41/North/722"
"Wyoming","I-90","https://www.iexitapp.com/exits/Wyoming/I-90/East/52"
"Wyoming","I-80","https://www.iexitapp.com/exits/Wyoming/I-80/East/130"
"Wyoming","I-25","https://www.iexitapp.com/exits/Wyoming/I-25/North/154"
